otu,kingdom,phylum,class,order,family,genus,species,representative_gene
418501,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
419024,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
420351,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
420373,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__unclassified,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
421538,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
422283,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
422931,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
423411,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
423455,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
423769,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
42395,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
42492,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
426436,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
428255,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
429033,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
431235,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
431304,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
43142,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
43159,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
431900,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__unclassified,number.1 gg_id:00000 some annotation
43267,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__unclassified,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
432782,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__RikenellaceaeII,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
432904,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__unclassified,number.1 gg_id:00000 some annotation
432971,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
435679,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__unclassified,s__unclassified,number.1 gg_id:00000 some annotation
